0.0	0
1.0	100
-1.0	101
-2.0	11110
2.0	11101
3.0	111000
-3.0	110101
4.0	110000
-4.0	1111100
-5.0	1101000
5.0	1101001
6.0	1100100
-6.0	11111010
7.0	11100110
-7.0	11011001
9.0	11001010
-24.0	111111110
-8.0	111111101
8.0	111111010
-42.0	111111001
-51.0	111110110
-9.0	111110111
-23.0	111001011
-25.0	111001000
-50.0	111001001
-49.0	110111110
10.0	110111100
11.0	110111101
-43.0	110111011
-46.0	110110110
-52.0	110110111
-18.0	110110100
12.0	110110101
-44.0	110110000
-10.0	110110001
-21.0	110011110
-38.0	110011111
-28.0	110011100
-45.0	110011101
-37.0	110011010
-11.0	110011011
-27.0	110011000
-40.0	110011001
-22.0	110010111
-29.0	110001100
-39.0	110001101
-19.0	110001010
-31.0	110001011
-34.0	110001000
-26.0	110001001
-48.0	1111111110
-15.0	1111111111
-17.0	1111111000
-47.0	1111111001
-16.0	1111110110
-13.0	1111110111
14.0	1111110000
-12.0	1111110001
-36.0	1110011110
16.0	1110011100
15.0	1110011101
-30.0	1110010100
13.0	1101111111
-33.0	1101110010
-14.0	1101110011
-53.0	1101110000
-32.0	1101110001
17.0	1100101101
-41.0	1100011100
-35.0	1100011101
-54.0	11100111111
28.0	11100101010
-20.0	11100101011
22.0	11011111101
19.0	11011101010
34.0	11011101011
20.0	11011101000
18.0	11011101001
-55.0	11000111110
21.0	11000111100
30.0	11000111101
23.0	111001111100
32.0	111001111101
26.0	110111111001
29.0	110001111110
35.0	110001111111
39.0	1101111110000
-56.0	1101111110001
38.0	1100101100110
41.0	1100101100111
31.0	1100101100100
33.0	1100101100101
24.0	1100101100010
37.0	1100101100011
27.0	1100101100000
25.0	1100101100001
