1.0	0.12608117099135063
0.0	0.43424262585939233
-3.0	0.01763140385894877
-1.0	0.12630294965624306
-2.0	0.04502106897316478
2.0	0.044799290308272344
-5.0	0.008205810601020182
6.0	0.007429585273896651
3.0	0.02007096917276558
-8.0	0.003437569305832779
-4.0	0.012086937236637835
4.0	0.014082945220669772
14.0	0.0015524506542470614
-7.0	0.004435573297848747
21.0	0.00044355732978487467
-15.0	0.0017742293191394987
22.0	0.0006653359946773121
-9.0	0.003104901308494123
16.0	0.0014415613218008428
-10.0	0.0022177866489243737
7.0	0.005766245287203371
5.0	0.008649367930805056
8.0	0.00332667997338656
10.0	0.0025504546462630294
-24.0	0.003437569305832779
-25.0	0.0026613439787092482
-34.0	0.0017742293191394987
-40.0	0.001996007984031936
-44.0	0.002106897316478155
11.0	0.0025504546462630294
-16.0	0.00166333998669328
17.0	0.000998003992015968
-13.0	0.00166333998669328
9.0	0.003770237303171435
-22.0	0.0018851186515857175
-6.0	0.005988023952095809
-18.0	0.0022177866489243737
-17.0	0.00166333998669328
-51.0	0.0029940119760479044
12.0	0.0022177866489243737
20.0	0.0005544466622310934
-12.0	0.0015524506542470614
28.0	0.0006653359946773121
-37.0	0.001996007984031936
-50.0	0.0026613439787092482
-53.0	0.0011088933244621868
-11.0	0.001996007984031936
-46.0	0.0022177866489243737
15.0	0.0014415613218008428
13.0	0.0013306719893546241
18.0	0.0005544466622310934
-28.0	0.001996007984031936
19.0	0.0005544466622310934
29.0	0.00022177866489243733
30.0	0.00044355732978487467
-23.0	0.0027722333111554667
-45.0	0.001996007984031936
-52.0	0.0022177866489243737
-55.0	0.00044355732978487467
-32.0	0.0011088933244621868
27.0	0.00011088933244621867
-26.0	0.0017742293191394987
26.0	0.00033266799733865603
-54.0	0.0007762253271235307
-27.0	0.0018851186515857175
-19.0	0.0017742293191394987
-36.0	0.0014415613218008428
-43.0	0.002328675981370592
-30.0	0.0013306719893546241
-33.0	0.0011088933244621868
-21.0	0.001996007984031936
23.0	0.00033266799733865603
25.0	0.00011088933244621867
-49.0	0.0025504546462630294
-20.0	0.0006653359946773121
-41.0	0.0008871146595697493
-35.0	0.0008871146595697493
-42.0	0.0032157906409403417
-31.0	0.0017742293191394987
-29.0	0.0017742293191394987
-39.0	0.0017742293191394987
-38.0	0.001996007984031936
-47.0	0.00166333998669328
-48.0	0.00166333998669328
-14.0	0.0011088933244621868
32.0	0.00033266799733865603
24.0	0.00011088933244621867
34.0	0.0005544466622310934
35.0	0.00022177866489243733
37.0	0.00011088933244621867
31.0	0.00011088933244621867
33.0	0.00011088933244621867
38.0	0.00011088933244621867
41.0	0.00011088933244621867
39.0	0.00011088933244621867
-56.0	0.00011088933244621867
